ein,city,has_subseccd,have_extracts,have_filings,have_pdfs,name,ntee_code,raw_ntee_code,score,state,strein,sub_name,subseccd
341788552,HAYESVILLE,1.0,,,,HAYESVILLE OPERA HOUSE RESTORATION BOARD,A99,A99,5917.219,OH,34-1788552,HAYESVILLE OPERA HOUSE RESTORATION BOARD,3.0
411901385,LEAD,1.0,,,,HISTORIC HOMESTAKE OPERA HOUSE SOCIETY,A80,A80,5917.219,SD,41-1901385,HISTORIC HOMESTAKE OPERA HOUSE SOCIETY,3.0
760038314,HOUSTON,1.0,,,,HOUSTON GRAND OPERA ENDOWMENT INC,A110,A110,5917.219,TX,76-0038314,HOUSTON GRAND OPERA ENDOWMENT INC ,3.0
351546777,INDIANAPOLIS,1.0,,,,INDIANAPOLIS OPERA COMPANY FOUNDATION INC,A6A,,5917.219,Indiana,35-1546777,INDIANAPOLIS OPERA COMPANY FOUNDATION INC,3.0
810382552,BOZEMAN,1.0,,,,INTERMOUNTAIN OPERA ASSOCIATION OF BOZEMAN,A6A0,A6A0,5917.219,MT,81-0382552,INTERMOUNTAIN OPERA ASSOCIATION OF BOZEMAN ,3.0
201256082,JUNCTION CITY,1.0,,,,JUNCTION CITY OPERA HOUSE INC,A60,A60,5917.219,KS,20-1256082,JUNCTION CITY OPERA HOUSE INC,3.0
811923101,DOTHAN,1.0,,,,LIVE AT THE OPERA INC,A68,A68,5917.219,AL,81-1923101,LIVE AT THE OPERA INC,3.0
202835365,MENOMINEE,1.0,,,,MENOMINEE OPERA HOUSE COMMITTEE INC,A50,A50,5917.219,MI,20-2835365,MENOMINEE OPERA HOUSE COMMITTEE INC,3.0
132974347,NEW YORK,1.0,,,,NEW YORK CITY OPERA INC,A6A0,A6A0,5917.219,NY,13-2974347,NEW YORK CITY OPERA INC,3.0
454861394,NEW YORK,1.0,,,,NEW YORK OPERA EXCHANGE INC,A65,A65,5917.219,NY,45-4861394,NEW YORK OPERA EXCHANGE INC,3.0
800471095,MCLEAN,1.0,,,,NEW YORK OPERA SOCIETY INC,A6A,A6A,5917.219,VA,80-0471095,NEW YORK OPERA SOCIETY INC,3.0
450464803,PARK RAPIDS,1.0,,,,NORTHERN LIGHT OPERA COMPANY INCORPORATED,A6A,A6A,5917.219,MN,45-0464803,NORTHERN LIGHT OPERA COMPANY INCORPORATED,3.0
911249425,SEATTLE,1.0,,,,NORTHWEST OPERA IN SCHOOLS ETCETERA,A6AZ,A6AZ,5917.219,WA,91-1249425,NORTHWEST OPERA IN SCHOOLS ETCETERA,3.0
462717193,MALDEN,1.0,,,,ODYSSEY OPERA OF BOSTON INC,A60,A60,5917.219,MA,46-2717193,ODYSSEY OPERA OF BOSTON INC,3.0
953458594,PASADENA,1.0,,,,OPERA A LA CARTE ASSOCIATION,A6AZ,A6AZ,5917.219,CA,95-3458594,OPERA A LA CARTE ASSOCIATION,3.0
201993530,MIDDLEBURY,1.0,,,,OPERA COMPANY OF MIDDLEBURY INC,A6A,A6A,5917.219,VT,20-1993530,OPERA COMPANY OF MIDDLEBURY INC,3.0
161576851,BUFFALO,1.0,,,,OPERA FOUNDATION OF BUFFALO INC,B99,B99,5917.219,NY,16-1576851,OPERA FOUNDATION OF BUFFALO INC,3.0
112902590,MARGATE,1.0,,,,OPERA ON THE GO LTD,A6A,,5917.219,NJ,11-2902590,OPERA ON THE GO LTD,3.0
770086873,SN LUIS OBISP,1.0,,,,OPERA SAN LUIS OBISPO INC,A6A,A6A,5917.219,CA,77-0086873,OPERA SAN LUIS OBISPO INC,3.0
371763981,SAINT LOUIS,1.0,,,,ST LOUIS OPERA HOUSE FOUNDATION,A65,A65,5917.219,MO,37-1763981,ST LOUIS OPERA HOUSE FOUNDATION,3.0
237100511,SAINT PETE BEACH,1.0,,,,ST PETERSBURG OPERA GUILD INC,A6A,A6A,5917.219,FL,23-7100511,ST PETERSBURG OPERA GUILD INC,3.0
311727690,ENFIELD,1.0,,,,THE OPERA HOUSE PLAYERS INC,A69,A69,5917.219,CT,31-1727690,THE OPERA HOUSE PLAYERS INC,3.0
150544166,BINGHAMTON,1.0,,,,TRI-CITIES OPERA COMPANY INC,A6A0,A6A0,5917.219,NY,15-0544166,TRI-CITIES OPERA COMPANY INC,3.0
237139766,LOS GATOS,1.0,,,,WEST VALLEY LIGHT OPERA ASSOCIATION,A6A0,A6A0,5917.219,CA,23-7139766,WEST VALLEY LIGHT OPERA ASSOCIATION,3.0
450341470,MINOT,1.0,,,,WESTERN PLAINS OPERA COMPANY INC,A6A0,A6A0,5917.219,ND,45-0341470,WESTERN PLAINS OPERA COMPANY INC ,3.0
311480824,DERBY,1.0,,,,WILSON CZECH OPERA HOUSE CORPORATION,A500,A500,5917.219,KS,31-1480824,WILSON CZECH OPERA HOUSE CORPORATION,3.0
131935875,NEW YORK,1.0,,,,AFTER DINNER OPERA COMPANY INC,A6AZ,A6AZ,5904.493,NY,13-1935875,AFTER DINNER OPERA COMPANY INC,3.0
133840596,FORT WORTH,1.0,,,,AMERICAN SINGERS OPERA PROJECT INC,A250,A250,5904.493,TX,13-3840596,AMERICAN SINGERS OPERA PROJECT INC,3.0
942737425,SARATOGA,1.0,,,,BAY SHORE LYRIC OPERA COMPANY,A6A0,A6A0,5904.493,CA,94-2737425,BAY SHORE LYRIC OPERA COMPANY,3.0
371720207,SILVER SPRING,1.0,,,,BEL CANTANTI OPERA OF MARYLAND,A6A,A6A,5904.493,MD,37-1720207,BEL CANTANTI OPERA OF MARYLAND,3.0
232715016,LAFAYETTE HL,1.0,,,,BEL CANTO LYRIC OPERA COMPANY,Z99,Z99,5904.493,PA,23-2715016,BEL CANTO LYRIC OPERA COMPANY,3.0
43452027,WATERTOWN,1.0,,,,CAMBRIDGE LIEDER & OPERA SOCIETY INC,A60,A60,5904.493,MA,04-3452027,CAMBRIDGE LIEDER & OPERA SOCIETY INC ,3.0
810571607,CANTON,1.0,,,,CANTON COMIC OPERA COMPANY INC,A6A,A6A,5904.493,OH,81-0571607,CANTON COMIC OPERA COMPANY INC,3.0
311408989,CEDARVILLE,1.0,,,,CEDARVILLE OPERA HOUSE SOCIETY INC,A6A,A6A,5904.493,OH,31-1408989,CEDARVILLE OPERA HOUSE SOCIETY INC,3.0
233013132,PHILADELPHIA,1.0,True,True,True,CENTER CITY OPERA THEATER INC,A6A,A6A,5904.493,PA,23-3013132,CENTER CITY OPERA THEATER INC,3.0
626002098,CHATTANOOGA,1.0,,,,CHATTANOOGA SYMPHONY AND OPERA ASSOCIATION,A690,A690,5904.493,TN,62-6002098,CHATTANOOGA SYMPHONY AND OPERA ASSOCIATION,3.0
42505806,FALMOUTH,1.0,,,,COLLEGE LIGHT OPERA COMPANY INC,A6A0,A6A0,5904.493,MA,04-2505806,COLLEGE LIGHT OPERA COMPANY INC,3.0
237319903,INDIANOLA,1.0,,,,DES MOINES METRO OPERA INC,A6A0,A6A0,5904.493,IA,23-7319903,DES MOINES METRO OPERA INC,3.0
261812695,DARLINGTON,1.0,,,,DRIVER OPERA HOUSE RESTORATION INC,A80,A80,5904.493,WI,26-1812695,DRIVER OPERA HOUSE RESTORATION INC,3.0
452130830,MOUNTAIN VIEW,1.0,,,,FREE RANGE OPERA THEATER INC,A6A,A6A,5904.493,CA,45-2130830,FREE RANGE OPERA THEATER INC,3.0
382781549,GRAND LEDGE,1.0,,,,GRAND LEDGE OPERA HOUSE AUTHORITY,A800,A800,5904.493,MI,38-2781549,GRAND LEDGE OPERA HOUSE AUTHORITY,3.0
640718647,HATTIESBURG,1.0,,,,HATTIESBURG CIVIC LIGHT OPERA INC,A6AZ,A6AZ,5904.493,MS,64-0718647,HATTIESBURG CIVIC LIGHT OPERA INC,3.0
746016764,HOUSTON,1.0,,,,HOUSTON GRAND OPERA ASSOCIATION INC,A6A0,A6A0,5904.493,TX,74-6016764,HOUSTON GRAND OPERA ASSOCIATION INC,3.0
136169149,EAST ELMHURST,1.0,,,,INSTITUTE OF CHINESE OPERA INC,A6A,,5904.493,NY,13-6169149,INSTITUTE OF CHINESE OPERA INC,3.0
272621725,GALLUP,1.0,,,,LAND OF ENCHANTMENT OPERA INC,A60,A60,5904.493,NM,27-2621725,LAND OF ENCHANTMENT OPERA INC,3.0
474250076,AUSTIN,1.0,,,,LOLA - LOCAL OPERA LOCAL ARTISTS,A6A,A6A,5904.493,TX,47-4250076,LOLA - LOCAL OPERA LOCAL ARTISTS,3.0
832068341,STATEN ISLAND,1.0,,,,NEW YORK CONCERT OPERA CORP,A6A,A6A,5904.493,NY,83-2068341,NEW YORK CONCERT OPERA CORP ,3.0
943202214,SAN FRANCISCO,1.0,True,True,True,OAKLAND LYRIC OPERA ASSOCIATION INC,A6A,A6A,5904.493,CA,94-3202214,OAKLAND LYRIC OPERA ASSOCIATION INC,3.0
455480844,GREENVILLE,1.0,,,,OPERA - CENTRO DE FAMILIA CORP,F60,F60,5904.493,SC,45-5480844,OPERA - CENTRO DE FAMILIA CORP,3.0
134126544,NEW YORK,1.0,,,,OPERA COMPANY OF BROOKLYN ASSOCIATION,A6A,A6A,5904.493,NY,13-4126544,OPERA COMPANY OF BROOKLYN ASSOCIATION,3.0
352240395,ROCHESTER,1.0,,,,OPERA GUILD OF ROCHERSTER INC,A6A,A6A,5904.493,NY,35-2240395,OPERA GUILD OF ROCHERSTER INC,3.0
742304402,SAN ANTONIO,1.0,,,,OPERA GUILD OF SAN ANTONIO,A6AZ,A6AZ,5904.493,TX,74-2304402,OPERA GUILD OF SAN ANTONIO,3.0
956002268,HAWAIIAN GDNS,1.0,True,True,True,OPERA GUILD OF SOUTHERN CALIFORNIA,A196,A196,5904.493,CA,95-6002268,OPERA GUILD OF SOUTHERN CALIFORNIA,3.0
900765071,NORTHPORT,1.0,,,,OPERA NIGHT L I INC,A20,A20,5904.493,NY,90-0765071,OPERA NIGHT L I INC ,3.0
841476734,COLORADO SPGS,1.0,,,,OPERA THEATRE OF THE ROCKIES,A6A0,A6A0,5904.493,CO,84-1476734,OPERA THEATRE OF THE ROCKIES,3.0
232999416,PHILADELPHIA,1.0,,,,PHILADELPHIA CHINESE OPERA SOCIETY INC,A6A,A6A,5904.493,PA,23-2999416,PHILADELPHIA CHINESE OPERA SOCIETY INC,3.0
203503872,MCALLEN,1.0,,,,PRO CANTUS LYRIC OPERA INC,A6A,A6A,5904.493,TX,20-3503872,PRO CANTUS LYRIC OPERA INC,3.0
236394242,READING,1.0,,,,READING CIVIC OPERA SOCIETY INCORPORATED,A650,A650,5904.493,PA,23-6394242,READING CIVIC OPERA SOCIETY INCORPORATED,3.0
800705540,OAKLAND,1.0,,,,RED BEAN CANTONESE OPERA INC,A65,A65,5904.493,CA,80-0705540,RED BEAN CANTONESE OPERA INC,3.0
454612906,SAN ANTONIO,1.0,,,,TEXAS HILL COUNTRY OPERA & ARTS,A68,A68,5904.493,TX,45-4612906,TEXAS HILL COUNTRY OPERA & ARTS,3.0
521598949,WASHINGTON,1.0,,,,THE HINES LEE OPERA ENSEMBLE,A6A,A6A,5904.493,DC,52-1598949,THE HINES LEE OPERA ENSEMBLE,3.0
480928462,TOPEKA,1.0,,,,TOPEKA OPERA SOCIETY CONCERT ASSOCIATION,A6A,,5904.493,KS,48-0928462,TOPEKA OPERA SOCIETY CONCERT ASSOCIATION,3.0
132909882,NEW YORK,1.0,True,True,True,TOURING CONCERT OPERA COMPANY INC,B90,B90,5904.493,NY,13-2909882,TOURING CONCERT OPERA COMPANY INC,3.0
66047512,NORWALK,1.0,,,,TROUPERS LIGHT OPERA COMPANY INC,A6A0,A6A0,5904.493,CT,06-6047512,TROUPERS LIGHT OPERA COMPANY INC,3.0
352348570,NEW YORK,1.0,True,True,True,UNDERWORLD PRODUCTIONS OPERA ENSEMBLE INC,A6A,A6A,5904.493,NY,35-2348570,UNDERWORLD PRODUCTIONS OPERA ENSEMBLE INC,3.0
522178081,SILVER SPRING,1.0,True,True,True,UNIDENTIFIED FLYING OPERA COMPANY INC,A6A,A6A,5904.493,MD,52-2178081,UNIDENTIFIED FLYING OPERA COMPANY INC,3.0
461963085,RESEDA,1.0,,,,VALLEY OPERA AND PERFORMING ARTS,A6A,A6A,5904.493,CA,46-1963085,VALLEY OPERA AND PERFORMING ARTS,3.0
382832282,CANTON,1.0,,,,VERDI OPERA THEATRE OF MICHIGAN,A6A,A6A,5904.493,MI,38-2832282,VERDI OPERA THEATRE OF MICHIGAN ,3.0
260767483,CLAREMONT,1.0,,,,VINEYARD TOURING OPERA CO INC,B99,B99,5904.493,CA,26-0767483,VINEYARD TOURING OPERA CO INC,3.0
454643540,WOODWARD,1.0,,,,WOODWARD CIVIC OPERA GROUP INC,A6B,A6B,5904.493,OK,45-4643540,WOODWARD CIVIC OPERA GROUP INC,3.0
46115345,WORCESTER,1.0,,,,WORCESTER COUNTY LIGHT OPERA CLUB,A6A,,5904.493,MA,04-6115345,WORCESTER COUNTY LIGHT OPERA CLUB,3.0
30500788,CHARLOTTESVLE,1.0,,,,ASH LAWN OPERA CHARLOTTESVILLE CI,A11,A11,5884.8667,VA,03-0500788,ASH LAWN OPERA CHARLOTTESVILLE CI,3.0
471406439,BALTIMORE,1.0,,,,BALTIMORE ROCK OPERA SOCIETY INC,A68,A68,5884.8667,MD,47-1406439,BALTIMORE ROCK OPERA SOCIETY INC,3.0
237368877,CONCORDIA,1.0,,,,BROWN GRAND OPERA HOUSE INC,A6A0,A6A0,5884.8667,KS,23-7368877,BROWN GRAND OPERA HOUSE INC,3.0
770576835,SUNNYVALE,1.0,,,,CANTONESE OPERA ASSN SILICON VALLEY,A20,A20,5884.8667,CA,77-0576835,CANTONESE OPERA ASSN SILICON VALLEY,3.0
846002285,WHEAT RIDGE,1.0,,,,CENTRAL CITY OPERA HOUSE ASSOCIATION,A82Z,A82Z,5884.8667,CO,84-6002285,CENTRAL CITY OPERA HOUSE ASSOCIATION,3.0
811043406,LINDSBORG,1.0,,,,CENTRAL KANSAS CONCERT OPERA INC,A60,A60,5884.8667,KS,81-1043406,CENTRAL KANSAS CONCERT OPERA INC,3.0
550346301,CHARLESTON,1.0,,,,CHARLESTON LIGHT OPERA GUILD INC,A6A0,A6A0,5884.8667,WV,55-0346301,CHARLESTON LIGHT OPERA GUILD INC,3.0
376033458,DANVILLE,1.0,,,,DANVILLE LIGHT OPERA CO INC,A650,A650,5884.8667,IL,37-6033458,DANVILLE LIGHT OPERA CO INC,3.0
232129649,PHILADELPHIA,1.0,,,,DELAWARE VALLEY LYRIC OPERA GUILD,A6A,,5884.8667,PA,23-2129649,DELAWARE VALLEY LYRIC OPERA GUILD,3.0
952113638,DOWNEY,1.0,,,,DOWNEY CIVIC LIGHT OPERA ASSOCIATION,A650,A650,5884.8667,CA,95-2113638,DOWNEY CIVIC LIGHT OPERA ASSOCIATION,3.0
366111142,CHICAGO,1.0,,,,GILBERT & SULLIVAN OPERA COMPANY INC,A6A,,5884.8667,IL,36-6111142,GILBERT & SULLIVAN OPERA COMPANY INC ,3.0
843147568,MT PLEASANT,1.0,,,,HOLY CITY ARTS & LYRIC OPERA,A60,A60,5884.8667,SC,84-3147568,HOLY CITY ARTS & LYRIC OPERA,3.0
820342398,IDAHO FALLS,1.0,,,,IDAHO FALLS OPERA THEATER INC,A6A0,A6A0,5884.8667,ID,82-0342398,IDAHO FALLS OPERA THEATER INC,3.0
132943024,POUND RIDGE,1.0,,,,INSIDE OUT WITH OPERA INC,A6A,,5884.8667,NY,13-2943024,INSIDE OUT WITH OPERA INC,3.0
233027385,LAFAYETTE HL,1.0,True,True,True,J P OPERA FOUNDATION INC,A6A,A6A,5884.8667,PA,23-3027385,J P OPERA FOUNDATION INC ,3.0
943001646,SACRAMENTO,1.0,,,,LIGHT OPERA THEATRE OF SACRAMENTO,A60,A60,5884.8667,CA,94-3001646,LIGHT OPERA THEATRE OF SACRAMENTO,3.0
10976983,NEW CASTLE,1.0,,,,NEW CASTLE LYRIC OPERA COMPANY,A6A,A6A,5884.8667,PA,01-0976983,NEW CASTLE LYRIC OPERA COMPANY,3.0
560812172,CHARLOTTE,1.0,,,,OPERA GUILD OF CHARLOTTE INC,A6A,,5884.8667,NC,56-0812172,OPERA GUILD OF CHARLOTTE INC,3.0
561490512,WILMINGTON,1.0,,,,OPERA HOUSE THEATRE COMPANY INC,A65,A65,5884.8667,NC,56-1490512,OPERA HOUSE THEATRE COMPANY INC,3.0
272491185,SAN JOSE,1.0,,,,OPERA SAN JOSE ENDOWMENT FOUNDATION,A126,A126,5884.8667,CA,27-2491185,OPERA SAN JOSE ENDOWMENT FOUNDATION,3.0
832694467,NEW YORK,1.0,,,,ORPHEAN PEKING OPERA FACTORY INCORPORATED,A60,A60,5884.8667,NY,83-2694467,ORPHEAN PEKING OPERA FACTORY INCORPORATED ,3.0
821532165,MINNEAPOLIS,1.0,,,,OUT OF THE BOX OPERA,A6A,A6A,5884.8667,MN,82-1532165,OUT OF THE BOX OPERA,3.0
274077801,WEST PALM BCH,1.0,,,,PALM BEACH OPERA GUILD INC,A20,A20,5884.8667,FL,27-4077801,PALM BEACH OPERA GUILD INC,3.0
880105691,VIRGINIA CITY,1.0,,,,PIPERS OPERA HOUSE PROGRAMS INC,A99,A99,5884.8667,NV,88-0105691,PIPERS OPERA HOUSE PROGRAMS INC,3.0
471281768,SAN DIEGO,1.0,,,,SAN DIEGO CITY OPERA COMPANY,A6A,A6A,5884.8667,CA,47-1281768,SAN DIEGO CITY OPERA COMPANY,3.0
942576350,SANTA CRUZ,1.0,,,,SANTA CRUZ OPERA SOCIETY INC,A6A,,5884.8667,CA,94-2576350,SANTA CRUZ OPERA SOCIETY INC,3.0
237274684,CARLISLE,1.0,,,,SAVOYARD LIGHT OPERA CO INC,A60,A60,5884.8667,MA,23-7274684,SAVOYARD LIGHT OPERA CO INC,3.0
831456404,CINCINNATI,1.0,,,,SORG OPERA REVITALIZATION GROUP INC,A20,A20,5884.8667,OH,83-1456404,SORG OPERA REVITALIZATION GROUP INC,3.0
464257008,STOUGHTON,1.0,,,,STOUGHTON OPERA HOUSE FRIENDS ASSOCIATION,A6A,A6A,5884.8667,WI,46-4257008,STOUGHTON OPERA HOUSE FRIENDS ASSOCIATION,3.0
912133262,SAN JUAN,1.0,,,,TEATRO DE LA OPERA INC,A6A,,5884.8667,PR,91-2133262,TEATRO DE LA OPERA INC,3.0
860796225,FLAGSTAFF,1.0,,,,THE FLAGSTAFF LIGHT OPERA COMPANY,A60,A60,5884.8667,AZ,86-0796225,THE FLAGSTAFF LIGHT OPERA COMPANY,3.0
416058478,SAINT PAUL,1.0,,,,TWIN CITIES OPERA GUILD INC,A6AZ,A6AZ,5884.8667,MN,41-6058478,TWIN CITIES OPERA GUILD INC,3.0
10834859,STEUBENVILLE,1.0,,,,UPPER OHIO VALLEY OPERA GUILD,A6A,A6A,5884.8667,OH,01-0834859,UPPER OHIO VALLEY OPERA GUILD,3.0
136162820,NEW YORK,1.0,,,,VILLAGE LIGHT OPERA GROUP LTD,A6A0,A6A0,5884.8667,NY,13-6162820,VILLAGE LIGHT OPERA GROUP LTD,3.0
391890961,ELDON,1.0,,,,WAPELLO COUNTYS MCHAFFEY OPERA HOUSE,A6A,A6A,5884.8667,IA,39-1890961,WAPELLO COUNTYS MCHAFFEY OPERA HOUSE,3.0
946105053,PALO ALTO,1.0,,,,WEST BAY OPERA ASSOCIATION INC,A6A0,A6A0,5884.8667,CA,94-6105053,WEST BAY OPERA ASSOCIATION INC,3.0
742334932,ASPEN,1.0,,,,WHEELER HOUSE OPERA HOUSE ASSOCIATION,A6AZ,A6AZ,5884.8667,CO,74-2334932,WHEELER HOUSE OPERA HOUSE ASSOCIATION,3.0
680295977,WOODLAND,1.0,,,,WOODLAND OPERA HOUSE GUILD INC,A6A,A6A,5884.8667,CA,68-0295977,WOODLAND OPERA HOUSE GUILD INC,3.0
133282274,LAGRANGEVILLE,1.0,,,,AMERICAN CHAMBER OPERA COMPANY INC,A6A,,5865.165,NY,13-3282274,AMERICAN CHAMBER OPERA COMPANY INC,3.0
822017571,AMHERST,1.0,,,,AMHERST OPERA HOUSE CO GUILD,A80,A80,5865.165,WI,82-2017571,AMHERST OPERA HOUSE CO GUILD,3.0
237351668,BAKERSFIELD,1.0,,,,BAKERSFIELD CIVIC LIGHT OPERA ASSOCIATION,A6A0,A6A0,5865.165,CA,23-7351668,BAKERSFIELD CIVIC LIGHT OPERA ASSOCIATION,3.0
141585490,POUGHKEEPSIE,1.0,,,,BARDAVON 1869 OPERA HOUSE INC,A61,A61,5865.165,NY,14-1585490,BARDAVON 1869 OPERA HOUSE INC ,3.0
813382318,LINCOLN PARK,1.0,,,,BELLINI OPERA THEATRE OF MICHIGAN,A6A,A6A,5865.165,MI,81-3382318,BELLINI OPERA THEATRE OF MICHIGAN,3.0
833281667,ACTON,1.0,,,,BOSTON YUE OPERA HOUSE INC,A20,A20,5865.165,MA,83-3281667,BOSTON YUE OPERA HOUSE INC,3.0
581991030,ATLANTA,1.0,,,,CAPITOL CITY OPERA COMPANY INC,A6A0,A6A0,5865.165,GA,58-1991030,CAPITOL CITY OPERA COMPANY INC,3.0
264569203,COLORADO CITY,1.0,,,,COLORADO CITY OPERA HOUSE INC,A61,A61,5865.165,TX,26-4569203,COLORADO CITY OPERA HOUSE INC,3.0
460566560,WOODBURY,1.0,,,,CONNECTICUT SUMMER OPERA FOUNDATION INC,A60,A60,5865.165,CT,46-0566560,CONNECTICUT SUMMER OPERA FOUNDATION INC,3.0
591836537,SAINT PETERSBURG,1.0,,,,FLORIDA LYRIC OPERA ASSOCIATION INC,A6A0,A6A0,5865.165,FL,59-1836537,FLORIDA LYRIC OPERA ASSOCIATION INC,3.0
20502848,FRANKLIN,1.0,,,,FRANKLIN OPERA HOUSE RESTORATION COMMITTEE,A54,A54,5865.165,NH,02-0502848,FRANKLIN OPERA HOUSE RESTORATION COMMITTEE,3.0
464491445,NEW YORK,1.0,,,,FRESH SQUEEZED OPERA COMPANY INC,A60,A60,5865.165,NY,46-4491445,FRESH SQUEEZED OPERA COMPANY INC,3.0
260629356,ELGIN,1.0,,,,FRIENDS OF THE OPERA HOUSE,A6A,A6A,5865.165,Oregon,26-0629356,FRIENDS OF THE OPERA HOUSE,3.0
271795936,MAULDIN,1.0,,,,GREENVILLE LIGHT OPERA WORKS GLOW,A6A,A6A,5865.165,SC,27-1795936,GREENVILLE LIGHT OPERA WORKS GLOW,3.0
740016764,HOUSTON,1.0,,,,HOUSTON GRAND OPERA GUILD INC,A6AZ,A6AZ,5865.165,TX,74-0016764,HOUSTON GRAND OPERA GUILD INC,3.0
912073872,LAKE STEVENS,1.0,,,,HWA SHENG CHINESE OPERA CLUB,A6A,A6A,5865.165,WA,91-2073872,HWA SHENG CHINESE OPERA CLUB,3.0
452842862,JACKSON HTS,1.0,,,,JOYOUS CHINESE OPERA TROUPE INC,A6A,A6A,5865.165,NY,45-2842862,JOYOUS CHINESE OPERA TROUPE INC,3.0
411294389,LAKE BENTON,1.0,,,,LAKE BENTON OPERA HOUSE INC,A610,A610,5865.165,MN,41-1294389,LAKE BENTON OPERA HOUSE INC,3.0
113125583,HICKSVILLE,1.0,,,,LATVIAN NATIONAL OPERA GUILD INC,A110,A110,5865.165,NY,11-3125583,LATVIAN NATIONAL OPERA GUILD INC,3.0
20448277,LEBANON,1.0,,,,LEBANON OPERA HOUSE IMPROVEMENT CORPORATION,A65I,A65I,5865.165,NH,02-0448277,LEBANON OPERA HOUSE IMPROVEMENT CORPORATION,3.0
843017601,COVINA,1.0,,,,LOS ANGELES YUE OPERA TROUPE,A6A,A6A,5865.165,CA,84-3017601,LOS ANGELES YUE OPERA TROUPE,3.0
680051718,NAPA,1.0,,,,NAPA VALLEY OPERA HOUSE INC,A82Z,A82Z,5865.165,CA,68-0051718,NAPA VALLEY OPERA HOUSE INC ,3.0
870792632,BEACHWOOD,1.0,,,,NORTHERN OHIO OPERA LEAGUE FUND,A6A,A6A,5865.165,OH,87-0792632,NORTHERN OHIO OPERA LEAGUE FUND,3.0
10528379,NORWAY,1.0,,,,NORWAY MAINE OPERA HOUSE CORP,A600,A600,5865.165,ME,01-0528379,NORWAY MAINE OPERA HOUSE CORP,3.0
311020676,COLUMBUS,1.0,,,,OPERA ASSOCIATION OF CENTRAL OHIO,A6A0,A6A0,5865.165,OH,31-1020676,OPERA ASSOCIATION OF CENTRAL OHIO ,3.0
391583686,MADISON,1.0,,,,OPERA FOR THE YOUNG INC,A6A0,A6A0,5865.165,WI,39-1583686,OPERA FOR THE YOUNG INC,3.0
430821958,SAINT LOUIS,1.0,,,,OPERA THEATRE OF SAINT LOUIS,A6A0,A6A0,5865.165,MO,43-0821958,OPERA THEATRE OF SAINT LOUIS,3.0
770694662,PILOT POINT,1.0,,,,PILOT POINT COMMUNITY OPERA HOUSE,A20,A20,5865.165,TX,77-0694662,PILOT POINT COMMUNITY OPERA HOUSE,3.0
237224835,SCHENECTADY,1.0,,,,SCHENECTADY LIGHT OPERA CO INC,A6A,A6A,5865.165,NY,23-7224835,SCHENECTADY LIGHT OPERA CO INC,3.0
66056225,SIMSBURY,1.0,,,,SIMSBURY LIGHT OPERA COMPANY INC,A6A0,A6A0,5865.165,CT,06-6056225,SIMSBURY LIGHT OPERA COMPANY INC,3.0
731061825,LAWTON,1.0,,,,SOUTHWEST OKLAHOMA OPERA GUILD INC,A6A,,5865.165,OK,73-1061825,SOUTHWEST OKLAHOMA OPERA GUILD INC,3.0
824411694,NEW BRAUNFELS,1.0,,,,TEXAS CONCERT OPERA COLLECTIVE INC,A68,A68,5865.165,TX,82-4411694,TEXAS CONCERT OPERA COLLECTIVE INC ,3.0
510178682,BATON ROUGE,1.0,,,,THE BATON ROUGE OPERA GUILD,A6A,,5865.165,LA,51-0178682,THE BATON ROUGE OPERA GUILD,3.0
112734261,BROOKLYN,1.0,,,,THE REGINA OPERA COMPANY INC,A6A0,A6A0,5865.165,NY,11-2734261,THE REGINA OPERA COMPANY INC,3.0
133206807,NEW YORK,1.0,,,,THE RIVERSIDE OPERA ENSEMBLE INC,A6A,,5865.165,NY,13-3206807,THE RIVERSIDE OPERA ENSEMBLE INC,3.0
20697823,COLDWATER,1.0,,,,TIBBITS OPERA HOUSE ENDOWMENT INC,A6A,A6A,5865.165,MI,02-0697823,TIBBITS OPERA HOUSE ENDOWMENT INC,3.0
731214668,TULSA,1.0,,,,TULSA OPERA ENDOWMENT TR 1,A6A,,5865.165,OK,73-1214668,TULSA OPERA ENDOWMENT TR 1,3.0
237311842,NORWALK,1.0,,,,WAGNER RENAISSANCE OPERA COMPANY INC,A84,A84,5865.165,CT,23-7311842,WAGNER RENAISSANCE OPERA COMPANY INC,3.0
742801838,ELGIN,1.0,,,,WILLIAM LEWIS SCHOOL OF OPERA,A68P,A68P,5865.165,TX,74-2801838,WILLIAM LEWIS SCHOOL OF OPERA,3.0
204845149,NEW YORK,1.0,,,,ZHENGUO BEIJING OPERA HOUSE INC,A6A,A6A,5865.165,NY,20-4845149,ZHENGUO BEIJING OPERA HOUSE INC,3.0
850438831,CLOUDCROFT,1.0,,,,CLOUDCROFT LIGHT OPERA COMPANY INC CLOC,A65,A65,5472.136,NM,85-0438831,CLOUDCROFT LIGHT OPERA COMPANY INC CLOC ,3.0
956196421,RIDGECREST,1.0,,,,COMMUNITY LIGHT OPERA AND THEATRE ASSOCIATION,A6A,,5472.136,CA,95-6196421,COMMUNITY LIGHT OPERA AND THEATRE ASSOCIATION,3.0
386144993,ADRIAN,1.0,,,,CROSWELL OPERA HOUSE & FINE ARTS ASSOCIATION,A650,A650,5472.136,MI,38-6144993,CROSWELL OPERA HOUSE & FINE ARTS ASSOCIATION,3.0
